Date,Location,Crime_Type,Severity
2023-03-20,Downtown,Burglary,High
2023-03-20,Downtown,Vandalism,Low
2023-03-20,Downtown,Burglary,Low
2023-03-20,Downtown,Burglary,Medium
2023-03-20,Suburb,Assault,Low
2023-03-20,Suburb,Vandalism,Medium
2023-03-20,Suburb,Vandalism,Low
2023-03-20,Suburb,Theft,Low
2023-03-20,Suburb,Burglary,Low
2023-03-20,Suburb,Drug Offense,Low
2023-03-20,Industrial Area,Assault,High
2023-03-20,Industrial Area,Burglary,Medium
2023-03-20,Industrial Area,Drug Offense,Medium
2023-03-20,Industrial Area,Theft,Low
2023-03-20,Industrial Area,Theft,Medium
2023-03-20,Industrial Area,Burglary,Low
2023-03-20,Industrial Area,Vandalism,High
2023-03-20,Industrial Area,Drug Offense,Low
2023-03-20,Industrial Area,Burglary,Low
2023-03-20,Industrial Area,Assault,Low
2023-03-20,Residential Zone,Assault,Low
2023-03-20,Residential Zone,Theft,Medium
2023-03-20,Residential Zone,Burglary,Low
2023-03-20,Residential Zone,Drug Offense,Low
2023-03-20,Residential Zone,Theft,Low
2023-03-20,Residential Zone,Assault,Medium
2023-03-20,City Center,Drug Offense,Low
2023-03-20,City Center,Assault,Medium
2023-03-20,City Center,Vandalism,Low
2023-03-20,City Center,Drug Offense,Medium
2023-03-20,City Center,Theft,Low
2023-03-20,City Center,Vandalism,Medium
2023-03-20,City Center,Burglary,High
2023-03-20,City Center,Assault,Medium
2023-03-20,City Center,Vandalism,Medium
2023-03-21,Downtown,Theft,High
2023-03-21,Downtown,Vandalism,Medium
2023-03-21,Downtown,Theft,Low
2023-03-21,Suburb,Burglary,Medium
2023-03-21,Suburb,Vandalism,Low
2023-03-21,Suburb,Burglary,Low
2023-03-21,Suburb,Theft,High
2023-03-21,Industrial Area,Burglary,Low
2023-03-21,Industrial Area,Burglary,Medium
2023-03-21,Industrial Area,Theft,Low
2023-03-21,Industrial Area,Vandalism,Medium
2023-03-21,Industrial Area,Drug Offense,Medium
2023-03-21,Residential Zone,Drug Offense,High
2023-03-21,Residential Zone,Vandalism,Low
2023-03-21,Residential Zone,Assault,Low
2023-03-21,Residential Zone,Theft,Low
2023-03-21,Residential Zone,Burglary,Low
2023-03-21,Residential Zone,Theft,Low
2023-03-21,Residential Zone,Assault,High
2023-03-21,Residential Zone,Burglary,High
2023-03-21,City Center,Burglary,Low
2023-03-21,City Center,Drug Offense,Low
2023-03-22,Downtown,Assault,Low
2023-03-22,Downtown,Theft,Low
2023-03-22,Suburb,Burglary,High
2023-03-22,Suburb,Theft,Medium
2023-03-22,Industrial Area,Drug Offense,High
2023-03-22,Industrial Area,Burglary,Low
2023-03-22,Industrial Area,Drug Offense,High
2023-03-22,Industrial Area,Theft,Low
2023-03-22,Industrial Area,Burglary,Medium
2023-03-22,Residential Zone,Burglary,Low
2023-03-22,Residential Zone,Burglary,Low
2023-03-22,Residential Zone,Vandalism,High
2023-03-22,Residential Zone,Vandalism,Low
2023-03-22,Residential Zone,Drug Offense,Low
2023-03-22,Residential Zone,Vandalism,Low
2023-03-22,City Center,Vandalism,Low
2023-03-22,City Center,Burglary,High
2023-03-22,City Center,Theft,Medium
2023-03-23,Downtown,Burglary,Low
2023-03-23,Downtown,Vandalism,Medium
2023-03-23,Downtown,Theft,Low
2023-03-23,Downtown,Vandalism,Medium
2023-03-23,Downtown,Vandalism,Medium
2023-03-23,Downtown,Assault,High
2023-03-23,Downtown,Theft,High
2023-03-23,Downtown,Theft,Low
2023-03-23,Downtown,Burglary,High
2023-03-23,Suburb,Assault,Medium
2023-03-23,Suburb,Drug Offense,Medium
2023-03-23,Suburb,Burglary,High
2023-03-23,Suburb,Drug Offense,Medium
2023-03-23,Suburb,Assault,High
2023-03-23,Industrial Area,Drug Offense,Low
2023-03-23,Industrial Area,Assault,Low
2023-03-23,Industrial Area,Assault,Low
2023-03-23,Industrial Area,Theft,High
2023-03-23,Industrial Area,Drug Offense,High
2023-03-23,Industrial Area,Burglary,High
2023-03-23,Residential Zone,Theft,Medium
2023-03-23,Residential Zone,Theft,Medium
2023-03-23,Residential Zone,Drug Offense,Low
2023-03-23,City Center,Assault,Low
2023-03-23,City Center,Assault,Medium
2023-03-23,City Center,Drug Offense,Low
2023-03-23,City Center,Drug Offense,Low
2023-03-23,City Center,Theft,Medium
2023-03-23,City Center,Assault,Low
2023-03-24,Downtown,Assault,Medium
2023-03-24,Downtown,Vandalism,Medium
2023-03-24,Downtown,Burglary,Low
2023-03-24,Downtown,Assault,Low
2023-03-24,Downtown,Vandalism,High
2023-03-24,Downtown,Vandalism,Low
2023-03-24,Suburb,Theft,Medium
2023-03-24,Suburb,Burglary,Medium
2023-03-24,Suburb,Theft,Low
2023-03-24,Suburb,Theft,Medium
2023-03-24,Suburb,Burglary,Low
2023-03-24,Industrial Area,Burglary,Medium
2023-03-24,Industrial Area,Theft,Medium
2023-03-24,Industrial Area,Assault,High
2023-03-24,Industrial Area,Vandalism,Medium
2023-03-24,Industrial Area,Theft,Medium
2023-03-24,Industrial Area,Drug Offense,Medium
2023-03-24,Industrial Area,Drug Offense,High
2023-03-24,Industrial Area,Theft,Low
2023-03-24,Residential Zone,Assault,Medium
2023-03-24,Residential Zone,Assault,Medium
2023-03-24,Residential Zone,Burglary,Low
2023-03-24,Residential Zone,Theft,Low
2023-03-24,Residential Zone,Vandalism,High
2023-03-24,Residential Zone,Assault,Medium
2023-03-24,Residential Zone,Drug Offense,Medium
2023-03-24,Residential Zone,Assault,Medium
2023-03-24,City Center,Drug Offense,High
2023-03-24,City Center,Burglary,Low
2023-03-25,Downtown,Burglary,High
2023-03-25,Downtown,Assault,Medium
2023-03-25,Suburb,Assault,Low
2023-03-25,Suburb,Burglary,Low
2023-03-25,Suburb,Assault,Low
2023-03-25,Suburb,Burglary,Low
2023-03-25,Suburb,Theft,Low
2023-03-25,Industrial Area,Burglary,Low
2023-03-25,Industrial Area,Theft,Medium
2023-03-25,Industrial Area,Drug Offense,Medium
2023-03-25,Industrial Area,Theft,Medium
2023-03-25,Residential Zone,Burglary,Low
2023-03-25,Residential Zone,Assault,Medium
2023-03-25,Residential Zone,Theft,Low
2023-03-25,City Center,Vandalism,Low
2023-03-25,City Center,Theft,High
2023-03-25,City Center,Burglary,Low
2023-03-25,City Center,Theft,Medium
2023-03-25,City Center,Burglary,Medium
2023-03-25,City Center,Assault,Low
2023-03-26,Downtown,Burglary,Low
2023-03-26,Downtown,Theft,Low
2023-03-26,Downtown,Assault,Low
2023-03-26,Downtown,Drug Offense,Low
2023-03-26,Downtown,Assault,Low
2023-03-26,Suburb,Assault,Low
2023-03-26,Suburb,Vandalism,Medium
2023-03-26,Suburb,Assault,Low
2023-03-26,Suburb,Theft,Medium
2023-03-26,Suburb,Assault,High
2023-03-26,Suburb,Theft,Medium
2023-03-26,Suburb,Drug Offense,Medium
2023-03-26,Suburb,Assault,Low
2023-03-26,Industrial Area,Assault,Medium
2023-03-26,Industrial Area,Vandalism,High
2023-03-26,Industrial Area,Drug Offense,High
2023-03-26,Industrial Area,Assault,High
2023-03-26,Residential Zone,Theft,Medium
2023-03-26,Residential Zone,Drug Offense,Low
2023-03-26,City Center,Burglary,Low
2023-03-26,City Center,Assault,Low
2023-03-26,City Center,Drug Offense,Medium
2023-03-26,City Center,Vandalism,Low
2023-03-26,City Center,Assault,Medium
2023-03-26,City Center,Theft,Medium
2023-03-26,City Center,Drug Offense,Low
2023-03-26,City Center,Burglary,Low
2023-03-26,City Center,Drug Offense,Low
2023-03-27,Downtown,Assault,Medium
2023-03-27,Downtown,Vandalism,Low
2023-03-27,Downtown,Vandalism,Medium
2023-03-27,Downtown,Vandalism,Low
2023-03-27,Downtown,Theft,High
2023-03-27,Suburb,Burglary,Low
2023-03-27,Suburb,Assault,Low
2023-03-27,Suburb,Theft,Low
2023-03-27,Suburb,Assault,Medium
2023-03-27,Suburb,Vandalism,Low
2023-03-27,Suburb,Drug Offense,High
2023-03-27,Industrial Area,Vandalism,Medium
2023-03-27,Industrial Area,Vandalism,Low
2023-03-27,Industrial Area,Theft,Medium
2023-03-27,Industrial Area,Drug Offense,Low
2023-03-27,Industrial Area,Assault,Low
2023-03-27,Industrial Area,Assault,Low
2023-03-27,Residential Zone,Theft,Medium
2023-03-27,Residential Zone,Vandalism,High
2023-03-27,Residential Zone,Burglary,High
2023-03-27,Residential Zone,Theft,Low
2023-03-27,City Center,Drug Offense,Low
2023-03-27,City Center,Vandalism,Medium
2023-03-27,City Center,Theft,Medium
2023-03-27,City Center,Theft,Low
2023-03-27,City Center,Theft,Low
2023-03-27,City Center,Vandalism,Medium
2023-03-27,City Center,Assault,High
2023-03-28,Downtown,Vandalism,Low
2023-03-28,Downtown,Burglary,Low
2023-03-28,Downtown,Burglary,Medium
2023-03-28,Suburb,Vandalism,Medium
2023-03-28,Suburb,Burglary,Medium
2023-03-28,Suburb,Assault,Medium
2023-03-28,Suburb,Vandalism,Low
2023-03-28,Suburb,Vandalism,Low
2023-03-28,Suburb,Drug Offense,Medium
2023-03-28,Industrial Area,Assault,Low
2023-03-28,Industrial Area,Theft,Low
2023-03-28,Industrial Area,Drug Offense,Medium
2023-03-28,Residential Zone,Vandalism,Medium
2023-03-28,City Center,Burglary,Medium
2023-03-28,City Center,Theft,Low
2023-03-28,City Center,Drug Offense,High
2023-03-28,City Center,Burglary,Low
2023-03-28,City Center,Vandalism,Low
2023-03-29,Downtown,Drug Offense,Low
2023-03-29,Downtown,Assault,Low
2023-03-29,Downtown,Burglary,High
2023-03-29,Downtown,Theft,Low
2023-03-29,Downtown,Theft,Medium
2023-03-29,Suburb,Burglary,Medium
2023-03-29,Suburb,Drug Offense,Medium
2023-03-29,Suburb,Burglary,High
2023-03-29,Suburb,Vandalism,Low
2023-03-29,Suburb,Theft,High
2023-03-29,Suburb,Vandalism,Medium
2023-03-29,Industrial Area,Assault,Medium
2023-03-29,Industrial Area,Assault,High
2023-03-29,Industrial Area,Burglary,High
2023-03-29,Industrial Area,Drug Offense,Low
2023-03-29,Industrial Area,Theft,Low
2023-03-29,Residential Zone,Vandalism,Low
2023-03-29,Residential Zone,Assault,Low
2023-03-29,Residential Zone,Burglary,High
2023-03-29,City Center,Burglary,Medium
2023-03-29,City Center,Drug Offense,Medium
2023-03-29,City Center,Vandalism,Low
2023-03-30,Downtown,Theft,Low
2023-03-30,Downtown,Burglary,Low
2023-03-30,Downtown,Burglary,Medium
2023-03-30,Downtown,Burglary,Low
2023-03-30,Downtown,Drug Offense,Medium
2023-03-30,Suburb,Assault,Low
2023-03-30,Suburb,Drug Offense,Low
2023-03-30,Suburb,Assault,Low
2023-03-30,Suburb,Theft,Medium
2023-03-30,Suburb,Theft,Medium
2023-03-30,Suburb,Assault,Medium
2023-03-30,Suburb,Burglary,High
2023-03-30,Suburb,Drug Offense,Low
2023-03-30,Suburb,Drug Offense,Low
2023-03-30,Suburb,Assault,Medium
2023-03-30,Industrial Area,Vandalism,Medium
2023-03-30,Industrial Area,Theft,Medium
2023-03-30,Industrial Area,Burglary,High
2023-03-30,Industrial Area,Burglary,Medium
2023-03-30,Industrial Area,Vandalism,High
2023-03-30,Residential Zone,Theft,Medium
2023-03-30,Residential Zone,Theft,High
2023-03-30,Residential Zone,Drug Offense,Medium
2023-03-30,Residential Zone,Burglary,Low
2023-03-30,Residential Zone,Burglary,Medium
2023-03-30,Residential Zone,Theft,High
2023-03-30,City Center,Theft,Low
2023-03-30,City Center,Drug Offense,Medium
2023-03-30,City Center,Assault,High
2023-03-30,City Center,Burglary,Low
2023-03-30,City Center,Assault,High
2023-03-30,City Center,Burglary,Low
2023-03-31,Downtown,Drug Offense,Medium
2023-03-31,Downtown,Drug Offense,Medium
2023-03-31,Downtown,Burglary,High
2023-03-31,Downtown,Assault,Low
2023-03-31,Suburb,Assault,Low
2023-03-31,Suburb,Vandalism,Low
2023-03-31,Suburb,Burglary,Low
2023-03-31,Industrial Area,Vandalism,Low
2023-03-31,Industrial Area,Burglary,Low
2023-03-31,Industrial Area,Burglary,Low
2023-03-31,Industrial Area,Burglary,Low
2023-03-31,Industrial Area,Assault,Low
2023-03-31,Industrial Area,Theft,High
2023-03-31,Residential Zone,Theft,High
2023-03-31,Residential Zone,Drug Offense,Low
2023-03-31,Residential Zone,Theft,Medium
2023-03-31,Residential Zone,Vandalism,High
2023-03-31,Residential Zone,Vandalism,High
2023-03-31,Residential Zone,Theft,Low
2023-03-31,Residential Zone,Vandalism,High
2023-03-31,Residential Zone,Theft,Low
2023-03-31,City Center,Vandalism,Low
2023-03-31,City Center,Theft,Low
2023-03-31,City Center,Drug Offense,Low
2023-03-31,City Center,Drug Offense,Low
2023-03-31,City Center,Drug Offense,High
2023-04-01,Downtown,Drug Offense,Medium
2023-04-01,Downtown,Burglary,Low
2023-04-01,Downtown,Theft,Low
2023-04-01,Downtown,Theft,Low
2023-04-01,Downtown,Vandalism,Low
2023-04-01,Suburb,Assault,High
2023-04-01,Suburb,Vandalism,Low
2023-04-01,Suburb,Assault,Medium
2023-04-01,Suburb,Theft,Low
2023-04-01,Suburb,Assault,Low
2023-04-01,Suburb,Assault,Medium
2023-04-01,Suburb,Vandalism,Medium
2023-04-01,Suburb,Assault,High
2023-04-01,Suburb,Burglary,Low
2023-04-01,Industrial Area,Theft,Low
2023-04-01,Industrial Area,Vandalism,Medium
2023-04-01,Industrial Area,Assault,Low
2023-04-01,Industrial Area,Burglary,Low
2023-04-01,Industrial Area,Assault,Low
2023-04-01,Industrial Area,Theft,Low
2023-04-01,Residential Zone,Vandalism,Low
2023-04-01,Residential Zone,Assault,High
2023-04-01,Residential Zone,Burglary,Low
2023-04-01,Residential Zone,Theft,High
2023-04-01,Residential Zone,Assault,High
2023-04-01,City Center,Theft,Medium
2023-04-01,City Center,Drug Offense,Low
2023-04-01,City Center,Vandalism,High
2023-04-01,City Center,Assault,Low
2023-04-02,Downtown,Assault,Low
2023-04-02,Downtown,Theft,High
2023-04-02,Suburb,Assault,Medium
2023-04-02,Suburb,Assault,Medium
2023-04-02,Suburb,Assault,Low
2023-04-02,Suburb,Drug Offense,Medium
2023-04-02,Suburb,Theft,Low
2023-04-02,Suburb,Assault,Low
2023-04-02,Suburb,Burglary,High
2023-04-02,Industrial Area,Vandalism,Low
2023-04-02,Industrial Area,Drug Offense,Low
2023-04-02,Industrial Area,Theft,Low
2023-04-02,Industrial Area,Burglary,Low
2023-04-02,Residential Zone,Burglary,High
2023-04-02,Residential Zone,Vandalism,Medium
2023-04-02,Residential Zone,Assault,Medium
2023-04-02,Residential Zone,Assault,Low
2023-04-02,City Center,Drug Offense,Medium
2023-04-02,City Center,Theft,Low
2023-04-02,City Center,Burglary,Low
2023-04-02,City Center,Vandalism,Low
2023-04-03,Downtown,Drug Offense,High
2023-04-03,Downtown,Burglary,Medium
2023-04-03,Downtown,Assault,High
2023-04-03,Suburb,Burglary,High
2023-04-03,Suburb,Vandalism,Medium
2023-04-03,Suburb,Theft,Low
2023-04-03,Suburb,Drug Offense,Medium
2023-04-03,Suburb,Vandalism,High
2023-04-03,Suburb,Assault,Low
2023-04-03,Industrial Area,Assault,Low
2023-04-03,Industrial Area,Assault,Low
2023-04-03,Industrial Area,Burglary,High
2023-04-03,Industrial Area,Burglary,Low
2023-04-03,Industrial Area,Burglary,High
2023-04-03,Industrial Area,Drug Offense,Medium
2023-04-03,Residential Zone,Assault,Medium
2023-04-03,Residential Zone,Drug Offense,Low
2023-04-03,Residential Zone,Vandalism,Medium
2023-04-03,Residential Zone,Vandalism,High
2023-04-03,Residential Zone,Burglary,Low
2023-04-03,City Center,Assault,Medium
2023-04-03,City Center,Drug Offense,High
2023-04-03,City Center,Vandalism,Low
2023-04-03,City Center,Drug Offense,Low
2023-04-03,City Center,Vandalism,Low
2023-04-03,City Center,Drug Offense,Medium
2023-04-03,City Center,Theft,Low
2023-04-03,City Center,Drug Offense,High
2023-04-04,Downtown,Drug Offense,Low
2023-04-04,Downtown,Assault,High
2023-04-04,Downtown,Burglary,Low
2023-04-04,Downtown,Assault,Low
2023-04-04,Downtown,Theft,Low
2023-04-04,Suburb,Theft,Low
2023-04-04,Suburb,Burglary,High
2023-04-04,Suburb,Assault,High
2023-04-04,Suburb,Drug Offense,Low
2023-04-04,Suburb,Theft,Low
2023-04-04,Suburb,Burglary,High
2023-04-04,Suburb,Burglary,Low
2023-04-04,Industrial Area,Vandalism,Low
2023-04-04,Industrial Area,Assault,High
2023-04-04,Industrial Area,Drug Offense,Low
2023-04-04,Industrial Area,Drug Offense,High
2023-04-04,Industrial Area,Vandalism,High
2023-04-04,Residential Zone,Drug Offense,Medium
2023-04-04,Residential Zone,Burglary,Medium
2023-04-04,Residential Zone,Vandalism,Low
2023-04-04,Residential Zone,Theft,Medium
2023-04-04,City Center,Vandalism,Medium
2023-04-04,City Center,Theft,High
2023-04-04,City Center,Theft,Low
2023-04-04,City Center,Burglary,Low
2023-04-05,Downtown,Drug Offense,Low
2023-04-05,Downtown,Theft,Low
2023-04-05,Downtown,Assault,Medium
2023-04-05,Downtown,Drug Offense,Low
2023-04-05,Downtown,Drug Offense,Low
2023-04-05,Downtown,Burglary,Low
2023-04-05,Downtown,Burglary,Low
2023-04-05,Downtown,Vandalism,Low
2023-04-05,Suburb,Burglary,High
2023-04-05,Industrial Area,Theft,High
2023-04-05,Industrial Area,Drug Offense,Low
2023-04-05,Industrial Area,Assault,Medium
2023-04-05,Industrial Area,Assault,High
2023-04-05,Industrial Area,Assault,Low
2023-04-05,Residential Zone,Burglary,Medium
2023-04-05,Residential Zone,Assault,Low
2023-04-05,Residential Zone,Vandalism,Low
2023-04-05,Residential Zone,Assault,Low
2023-04-05,Residential Zone,Vandalism,Low
2023-04-05,Residential Zone,Theft,Low
2023-04-05,Residential Zone,Vandalism,Low
2023-04-05,City Center,Drug Offense,High
2023-04-05,City Center,Burglary,Low
2023-04-05,City Center,Assault,Low
2023-04-05,City Center,Assault,Medium
2023-04-06,Downtown,Assault,Low
2023-04-06,Downtown,Theft,Medium
2023-04-06,Downtown,Drug Offense,Low
2023-04-06,Downtown,Vandalism,Low
2023-04-06,Downtown,Assault,Medium
2023-04-06,Downtown,Vandalism,Low
2023-04-06,Suburb,Drug Offense,Medium
2023-04-06,Suburb,Theft,Low
2023-04-06,Suburb,Drug Offense,Low
2023-04-06,Suburb,Vandalism,Medium
2023-04-06,Suburb,Assault,High
2023-04-06,Suburb,Burglary,Low
2023-04-06,Suburb,Vandalism,Low
2023-04-06,Industrial Area,Theft,Medium
2023-04-06,Industrial Area,Vandalism,Low
2023-04-06,Industrial Area,Burglary,Low
2023-04-06,Industrial Area,Assault,Low
2023-04-06,Industrial Area,Theft,Low
2023-04-06,Industrial Area,Drug Offense,Medium
2023-04-06,Residential Zone,Burglary,High
2023-04-06,Residential Zone,Burglary,Medium
2023-04-06,City Center,Drug Offense,Low
2023-04-06,City Center,Vandalism,Medium
2023-04-06,City Center,Theft,Low
2023-04-06,City Center,Burglary,Medium
2023-04-07,Downtown,Drug Offense,Medium
2023-04-07,Downtown,Theft,Medium
2023-04-07,Downtown,Burglary,Low
2023-04-07,Suburb,Vandalism,Low
2023-04-07,Industrial Area,Vandalism,Low
2023-04-07,Industrial Area,Drug Offense,Low
2023-04-07,Industrial Area,Vandalism,Low
2023-04-07,Industrial Area,Theft,Medium
2023-04-07,Industrial Area,Assault,Medium
2023-04-07,Residential Zone,Burglary,Low
2023-04-07,Residential Zone,Vandalism,High
2023-04-07,Residential Zone,Theft,Low
2023-04-07,Residential Zone,Drug Offense,Low
2023-04-07,City Center,Drug Offense,Medium
2023-04-07,City Center,Vandalism,Medium
2023-04-07,City Center,Theft,Low
2023-04-07,City Center,Burglary,Low
2023-04-07,City Center,Theft,Medium
2023-04-07,City Center,Theft,High
2023-04-08,Downtown,Assault,Low
2023-04-08,Downtown,Vandalism,Low
2023-04-08,Downtown,Drug Offense,High
2023-04-08,Downtown,Vandalism,Medium
2023-04-08,Downtown,Assault,Low
2023-04-08,Downtown,Drug Offense,Low
2023-04-08,Suburb,Drug Offense,Low
2023-04-08,Suburb,Burglary,Low
2023-04-08,Suburb,Assault,Low
2023-04-08,Suburb,Drug Offense,Low
2023-04-08,Suburb,Assault,High
2023-04-08,Industrial Area,Drug Offense,Low
2023-04-08,Industrial Area,Drug Offense,High
2023-04-08,Industrial Area,Drug Offense,Medium
2023-04-08,Industrial Area,Vandalism,Medium
2023-04-08,Industrial Area,Drug Offense,Low
2023-04-08,Industrial Area,Drug Offense,Medium
2023-04-08,Industrial Area,Burglary,High
2023-04-08,Industrial Area,Vandalism,Low
2023-04-08,Residential Zone,Vandalism,Medium
2023-04-08,Residential Zone,Assault,Medium
2023-04-08,Residential Zone,Theft,Low
2023-04-08,Residential Zone,Burglary,Medium
2023-04-08,Residential Zone,Theft,High
2023-04-08,Residential Zone,Burglary,Low
2023-04-08,Residential Zone,Theft,Medium
2023-04-08,City Center,Assault,High
2023-04-08,City Center,Drug Offense,Medium
2023-04-08,City Center,Vandalism,High
2023-04-08,City Center,Drug Offense,Low
2023-04-08,City Center,Assault,High
2023-04-08,City Center,Theft,Medium
2023-04-09,Downtown,Vandalism,High
2023-04-09,Downtown,Theft,Low
2023-04-09,Downtown,Burglary,Low
2023-04-09,Suburb,Burglary,High
2023-04-09,Suburb,Theft,Medium
2023-04-09,Suburb,Assault,Low
2023-04-09,Suburb,Drug Offense,High
2023-04-09,Suburb,Assault,High
2023-04-09,Suburb,Burglary,Low
2023-04-09,Industrial Area,Vandalism,Medium
2023-04-09,Industrial Area,Drug Offense,Low
2023-04-09,Industrial Area,Theft,Medium
2023-04-09,Residential Zone,Assault,Medium
2023-04-09,Residential Zone,Vandalism,Medium
2023-04-09,City Center,Drug Offense,Medium
2023-04-09,City Center,Burglary,High
2023-04-09,City Center,Assault,High
2023-04-09,City Center,Drug Offense,Low
2023-04-10,Downtown,Burglary,High
2023-04-10,Downtown,Assault,Low
2023-04-10,Downtown,Theft,Low
2023-04-10,Downtown,Assault,High
2023-04-10,Downtown,Theft,Low
2023-04-10,Suburb,Drug Offense,Low
2023-04-10,Suburb,Theft,Medium
2023-04-10,Suburb,Assault,Medium
2023-04-10,Suburb,Vandalism,Low
2023-04-10,Industrial Area,Burglary,High
2023-04-10,Industrial Area,Drug Offense,Medium
2023-04-10,Industrial Area,Burglary,Medium
2023-04-10,Residential Zone,Assault,High
2023-04-10,City Center,Assault,Medium
2023-04-10,City Center,Vandalism,Low
